region,code_circ,nom_circ,nb_bv,inscrits,votants,taux_participation,bulletins_nuls,suf_exprimes,blancs_nombre,blancs_pct,parti,nom_candidat,voix_obtenues,pourcentage,est_elu,page_source
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,LA TEAM KONÉ,305,1.37,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",8801,39.6,OUI,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,ENSEMBLE POUR UNE RENAISSANCE DURABLE,4578,20.6,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,L'ESPOIR D'ANYAMA C'EST VOUS,103,0.46,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,INDEPENDANT,ALIANCE POUR LA VOIX ET LECOUTE DE NOS CONCITOYENS,732,3.29,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,MERCI,LE MERCI,164,0.74,NON,8
DISTRICT AUTONOME D'ABIDJAN,48,"ANYAMA ET BROFODOUME, COMMUNES ET SOUS- PREFECTURES",279,107529,22823,21.22,597,22226,235,1.06,PDCI-RDA,NOUVELLE VISION,1165,5.24,NON,8
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,RHDP,DOUMBIA ISSOUF,6384,42.93,OUI,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,FANNY FATOU,203,1.36,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,OBOUO MELAINE EVRARD,446,3.0,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,HIEN KAMBIRE IBRAHIM,4792,32.22,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,ADCI,DALEBA NAHOUNOU PIERRE LAUTTI,506,3.4,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,ALOBOUE SERGE ERIC,109,0.73,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,URCI,KOUAME N'GUESSAN DESIRE,68,0.46,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,ZAKO OLILI LARISSA ARMELLE RENEE,15,0.1,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,INDEPENDANT,KOUAME KOFFI FRANCK AIME,38,0.26,NON,9
DISTRICT AUTONOME D'ABIDJAN,49,"BINGERVILLE, COMMUNE ET SOUS-PREFECTURE",180,68611,15096,22.0,224,14872,62,0.42,PDCI-RDA,BEUGRE DJOMAN,2249,15.12,NON,9
DISTRICT AUTONOME D'ABIDJAN,50,"SONGON, COMMUNE ET SOUS-PREFECTURE",122,43864,33793,77.04,281,33512,193,0.58,INDEPENDANT,AKRE BIEFFO STEPHANE,388,1.16,NON,9
DISTRICT AUTONOME D'ABIDJAN,50,"SONGON, COMMUNE ET SOUS-PREFECTURE",122,43864,33793,77.04,281,33512,193,0.58,RHDP,MAMBE BEUGRE ROBERT,31927,95.27,OUI,9
DISTRICT AUTONOME D'ABIDJAN,50,"SONGON, COMMUNE ET SOUS-PREFECTURE",122,43864,33793,77.04,281,33512,193,0.58,INDEPENDANT,SEA ROY JEAN ROMARIC,336,1.0,NON,9
DISTRICT AUTONOME D'ABIDJAN,50,"SONGON, COMMUNE ET SOUS-PREFECTURE",122,43864,33793,77.04,281,33512,193,0.58,INDEPENDANT,NDE ANGRE MOISE,419,1.25,NON,9
DISTRICT AUTONOME D'ABIDJAN,50,"SONGON, COMMUNE ET SOUS-PREFECTURE",122,43864,33793,77.04,281,33512,193,0.58,INDEPENDANT,DAGO PRISCA LARISSA GOUGOUHONON,249,0.74,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,INDEPENDANT,YAO KONAN GLOUA SAME,124,1.63,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,INDEPENDANT,YAO LOUKOU GILBERT,28,0.37,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,INDEPENDANT,BROU KOUAKOU JEAN-BAPTISTE,45,0.59,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,ADCI,NDRI KOUAME YVES,152,2.0,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,RHDP,KOFFI NGORAN JUSTIN,3618,47.7,OUI,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,51,"ATIIEGOUAKRO ET LOLOBO, COMMUNES ET SOUS- PREFECTURES",61,22039,7804,35.41,219,7585,93,1.23,PDCI-RDA,KONAN KOFFI MARIUS,3525,46.47,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,LE BUFFLE,KOFFI KOUAKOU KOUHOURE LEANDRE,1159,23.43,OUI,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,SEYDOU OUATTARA,100,2.02,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,OKA ALAIN THIERRY,171,3.46,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,BIFFI KOUADIO MACAIRE-JEAN,950,19.21,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,KOUAME ELVIS KOUADIO,107,2.16,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,ADCI,AKPETOU KOUAME LAZARE,55,1.11,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,RHDP,N'GUESSAN BEWAN ANICET,1107,22.38,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,LOUKOU KOUAME RICHARD,186,3.76,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,BOA ETCHEGNE SYLVAIN PRUDENCE,141,2.85,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,AMANI KOFFI JEROME,7,0.14,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,KONAN KONAN EVRAD,147,2.97,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,PDCI-RDA,KOUAME KONAN EDOUARD,730,14.76,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,52,"KOSSOU, COMMUNE ET SOUS-PREFECTURE, YAMOUSSOUKRO, SOUS-PREFECTURE",62,19294,5120,26.54,174,4946,75,1.52,INDEPENDANT,KOUACOU AHOU JOSEE DESTHER,11,0.22,NON,9
DISTRICT AUTONOME DE YAMOUSSOUKRO,53,"YAMOUSSOUKRO,COMMUNE",288,118151,36304,30.73,756,35548,327,0.92,INDEPENDANT,ESPOIR,106,0.3,NON,10
DISTRICT AUTONOME DE YAMOUSSOUKRO,53,"YAMOUSSOUKRO,COMMUNE",288,118151,36304,30.73,756,35548,327,0.92,RHDP,"UNE CÔTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",22070,62.09,OUI,10
DISTRICT AUTONOME DE YAMOUSSOUKRO,53,"YAMOUSSOUKRO,COMMUNE",288,118151,36304,30.73,756,35548,327,0.92,INDEPENDANT,BATISSONS ENSEMBLE LA NATION IVOIRIENNE,141,0.4,NON,10
DISTRICT AUTONOME DE YAMOUSSOUKRO,53,"YAMOUSSOUKRO,COMMUNE",288,118151,36304,30.73,756,35548,327,0.92,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,12904,36.3,NON,10
FOLON,54,"GOULIA, TIENKO, MAHANDIANA-SOKOURANI ET KIMBIRILA- NORD, COMMUNES ET SOUS-PREFECTURES",98,30154,21695,71.95,296,21399,422,1.97,INDEPENDANT,KONE LANCINE,10274,48.01,NON,10
FOLON,54,"GOULIA, TIENKO, MAHANDIANA-SOKOURANI ET KIMBIRILA- NORD, COMMUNES ET SOUS-PREFECTURES",98,30154,21695,71.95,296,21399,422,1.97,RHDP,SIDIBE BERRY,10703,50.02,OUI,10
FOLON,55,"KANIASSO, MINIGNAN ET SOKORO, COMMUNES ET SOUS- PREFECTURES",60,19524,12753,65.32,144,12609,121,0.96,INDEPENDANT,KONE MAMERY,3651,28.96,NON,10
FOLON,55,"KANIASSO, MINIGNAN ET SOKORO, COMMUNES ET SOUS- PREFECTURES",60,19524,12753,65.32,144,12609,121,0.96,INDEPENDANT,KALILOU CAMARA,268,2.13,NON,10
FOLON,55,"KANIASSO, MINIGNAN ET SOKORO, COMMUNES ET SOUS- PREFECTURES",60,19524,12753,65.32,144,12609,121,0.96,INDEPENDANT,BAMBA KARIM,383,3.04,NON,10
FOLON,55,"KANIASSO, MINIGNAN ET SOKORO, COMMUNES ET SOUS- PREFECTURES",60,19524,12753,65.32,144,12609,121,0.96,RHDP,SIDIBE NOUMORY,8154,64.67,OUI,10
FOLON,55,"KANIASSO, MINIGNAN ET SOKORO, COMMUNES ET SOUS- PREFECTURES",60,19524,12753,65.32,144,12609,121,0.96,CODE,TOURE MAMADOU,32,0.25,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,INDEPENDANT,ENSEMBLE POUR NOTRE BEOUMI,4628,30.7,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,ADCI,"ADCI (Aujourd'hui et demain, la Côte D'Ivoire)",154,1.02,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,INDEPENDANT,LA VOIX DE BEOUMI POUR LA COTE DIVOIRE,192,1.27,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,INDEPENDANT,BEOUMI EN MARCHE,200,1.33,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,RHDP,"UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",3559,23.61,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,INDEPENDANT,ENTENTE POUR LE DEVELOPPEMENT,440,2.92,NON,10
GBÊKÊ,56,"ANDO-KEKRENOU, BEOUMI ET KONDROBO, COMMUNES ET SOUS-PREFECTURES",129,39082,15791,40.4,718,15073,166,1.1,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,5734,38.04,OUI,10
GBÊKÊ,57,"BODOKRO, LOLOBO ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES",76,20187,7420,36.76,236,7184,78,1.09,INDEPENDANT,KOUAKOU KOUAME MAXIME,3375,46.98,OUI,10
GBÊKÊ,57,"BODOKRO, LOLOBO ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES",76,20187,7420,36.76,236,7184,78,1.09,RHDP,KOUAME ATTINGBRE,1600,22.27,NON,10
GBÊKÊ,57,"BODOKRO, LOLOBO ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES",76,20187,7420,36.76,236,7184,78,1.09,INDEPENDANT,N'GUESSAN KOUADIO JULES,261,3.63,NON,10
GBÊKÊ,57,"BODOKRO, LOLOBO ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES",76,20187,7420,36.76,236,7184,78,1.09,FPI,KOUASSI YAO RAPHAËL,329,4.58,NON,10
GBÊKÊ,57,"BODOKRO, LOLOBO ET N'GUESSANKRO, COMMUNES ET SOUS-PREFECTURES",76,20187,7420,36.76,236,7184,78,1.09,PDCI-RDA,SAHOURE N'GUESSAN PATRICE,1541,21.45,NON,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,INDEPENDANT,YAO KOUASSI NOGUES,208,3.22,NON,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,RHDP,YAO KOUASSI MAURICE,3639,56.27,OUI,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,INDEPENDANT,KOUADIO KOUASSI LANDRY,289,4.47,NON,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,INDEPENDANT,GNAMIEN KONAN,221,3.42,NON,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,INDEPENDANT,DIABY AMADOU,79,1.22,NON,10
GBÊKÊ,58,"BOTRO ET KROFOINSOU, COMMUNES ET SOUS- PREFECTURES",64,15712,6698,42.63,231,6467,56,0.87,PDCI-RDA,AZAGOH-KOUADIO RICHARD,1975,30.54,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,RHDP,ASSAHORE KONAN JACQUES,6758,65.08,OUI,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,INDEPENDANT,YAO-KOUAME ALBERT,78,0.75,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,INDEPENDANT,BROU KOUASSI FELICIEN,57,0.55,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,INDEPENDANT,KOUADIO KOUAME EMMANUEL,80,0.77,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,INDEPENDANT,YAO BETTY ARIANE REBECCA MARIE,598,5.76,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,INDEPENDANT,N'GUESSAN KOUADIO LEONCE,22,0.21,NON,10
GBÊKÊ,59,"DIABO ET LANGUIBONOU, COMMUNES ET SOUS- PREFECTURES",108,27040,10747,39.74,363,10384,147,1.42,PDCI-RDA,HOUSSOU KOUADIO CHRISTOPHE,2644,25.46,NON,10
GBÊKÊ,60,"BOUAKE, VILLE",710,277859,114172,41.09,1375,112797,1179,1.05,RHDP,"UNE CÔTE DIVOIRE EN PAIX, PROSPERE ET SOLIDARITE",111618,98.95,OUI,10
GBÊKÊ,60,"BOUAKE, VILLE",710,277859,114172,41.09,1375,112797,1179,1.05,CODE,OSONS LE CHANGEMENT,692,6.1,NON,10
GBÊKÊ,60,"BOUAKE, VILLE",710,277859,114172,41.09,1375,112797,1179,1.05,GP-PAIX,PAIX-UNITE-PROSPERITE,300,2.64,NON,10
GBÊKÊ,61,"BOUNDA, BROBO ET MAMINI, COMMUNES ET SOUS- PREFECTURES, BOUAKE, SOUS-PREFECTURE",136,29385,11859,40.36,511,11348,143,1.26,INDEPENDANT,"VISION, INTEGRITE, ESPOIR",940,8.28,NON,11
GBÊKÊ,61,"BOUNDA, BROBO ET MAMINI, COMMUNES ET SOUS- PREFECTURES, BOUAKE, SOUS-PREFECTURE",136,29385,11859,40.36,511,11348,143,1.26,RHDP,"UNE COTE D""IVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",5421,47.77,OUI,11
GBÊKÊ,61,"BOUNDA, BROBO ET MAMINI, COMMUNES ET SOUS- PREFECTURES, BOUAKE, SOUS-PREFECTURE",136,29385,11859,40.36,511,11348,143,1.26,PDCI-RDA,TOUS ENSEMBLE POUR LA CÔTE D'IVOIRE,3771,33.23,NON,11
GBÊKÊ,61,"BOUNDA, BROBO ET MAMINI, COMMUNES ET SOUS- PREFECTURES, BOUAKE, SOUS-PREFECTURE",136,29385,11859,40.36,511,11348,143,1.26,INDEPENDANT,UNION-DYNAMISME-ENTRAIDE,81,0.71,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,ADCI,KONAN YAO AUBIN,60,1.17,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,INDEPENDANT,TAIGUAIN KOFFI EDMOND,243,4.75,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,INDEPENDANT,KOUAME KOUASSI GUSTAVE,1224,23.94,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,INDEPENDANT,KOUADIO DIE,60,1.17,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,INDEPENDANT,DJE EDEPHOUET JACQUES ARNAUD,82,1.6,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,RHDP,ALLALI JUSTICE EULOGE BENIANSOU,441,8.63,NON,11
GBÊKÊ,62,"DJEBONOUA, COMMUNE ET SOUS-PREFECTURE",53,13760,5286,38.42,173,5113,59,1.15,PDCI-RDA,YAO KOUADIO ROLAND,2944,57.58,OUI,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,INDEPENDANT,KOUADIO KPANNIGO N'GUESSAN VALERIE,1155,10.15,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,INDEPENDANT,N'GUESSAN KOUASSI DENIS,34,0.3,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,INDEPENDANT,KOUASSI HERMANN RODOLPHE,284,2.5,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,CODE,ZELIA KAKAUF ABOH KOFFI,177,1.56,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,INDEPENDANT,KOFFI KOUACOU BENOIT,214,1.88,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,RHDP,TOTO KOUADIO YVES,3597,31.62,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,ADCI,TOTO KONAN VALENTIN,781,6.87,NON,11
GBÊKÊ,63,"AYAOU-SRAN, DIBRI-ASRIKRO, SAKASSOU ET TOUMODI- SAKASSOU, COMMUNES ET SOUS-PREFECTURES",143,38024,11752,30.91,377,11375,163,1.43,PDCI-RDA,KOUADIO KOUAME EUGENE,4970,43.69,OUI,11
GBÔKLÊ,64,"DAKPADOU ET SAGO, COMMUNES ET SOUS·PREFECTURES",71,19602,6919,35.3,108,6811,118,1.73,RHDP,KEBE MAHAMADOU,4897,71.9,OUI,11
GBÔKLÊ,64,"DAKPADOU ET SAGO, COMMUNES ET SOUS·PREFECTURES",71,19602,6919,35.3,108,6811,118,1.73,INDEPENDANT,YAO KONAN PAUL STEPHANE GISCARD RUFFIN,411,6.03,NON,11
GBÔKLÊ,64,"DAKPADOU ET SAGO, COMMUNES ET SOUS·PREFECTURES",71,19602,6919,35.3,108,6811,118,1.73,PDCI-RDA,GBALET DAKOURY DENIS,1385,20.33,NON,11
GBÔKLÊ,65,"GRIHIRI, LOBAKUYA, MEDON ET SASSANDRA, COMMUNES ET SOUS-PREFECTURES",104,29913,7502,25.08,189,7313,61,0.83,INDEPENDANT,KACOU MEA D'ASSIE JUSTIN KEVIN,4032,55.13,OUI,11
GBÔKLÊ,65,"GRIHIRI, LOBAKUYA, MEDON ET SASSANDRA, COMMUNES ET SOUS-PREFECTURES",104,29913,7502,0.0,0,7313,0,0.0,RHDP,FREGBO GUETE BASILE MESMIN,2632,35.99,NON,11
GBÔKLÊ,65,"GRIHIRI, LOBAKUYA, MEDON ET SASSANDRA, COMMUNES ET SOUS-PREFECTURES",104,29913,7502,0.0,0,7313,0,0.0,UDCY,GOUHIZOUN N'DA PATRICK JEAN KOUAME,74,1.01,NON,11
GBÔKLÊ,65,"GRIHIRI, LOBAKUYA, MEDON ET SASSANDRA, COMMUNES ET SOUS-PREFECTURES",104,29913,7502,0.0,0,7313,0,0.0,INDEPENDANT,DIAKITE MOHAMED,111,1.52,NON,11
GBÔKLÊ,65,"GRIHIRI, LOBAKUYA, MEDON ET SASSANDRA, COMMUNES ET SOUS-PREFECTURES",104,29913,7502,0.0,0,7313,0,0.0,PDCI-RDA,GOUDARD AGOUA MOISE-HONORAT,403,5.51,NON,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,INDEPENDANT,NANAN KOFFI,303,4.74,NON,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,INDEPENDANT,SAMA DAMALAN JANVIER,967,15.13,NON,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,RHDP,LEGRE DAKPA PHILIPPE,2976,46.57,OUI,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,ADCI,ABALE BASILE HENRI,85,1.33,NON,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,INDEPENDANT,KPREKPRE ZILIHONON BERNADETTE ERNESTINE SYLVIE,1625,25.43,NON,11
GBÔKLÊ,66,"DAHIRI, FRESCO ET GBAGBAM, COMMUNES ET SOUS- PREFECTURES",82,19869,6546,32.95,155,6391,57,0.89,PDCI-RDA,ZAMA JEAN-LUC,378,5.91,NON,11
